,0
2998,1
2999,1
3000,1
3001,0
3002,0
3003,0
3004,1
3005,0
3006,1
3007,0
3008,1
3009,0
3010,1
3011,1
3012,0
3013,0
3014,1
3015,0
3016,1
3017,1
3018,1
3019,1
3020,1
3021,1
3022,0
3023,0
3024,0
3025,0
3026,0
3027,0
3028,0
3029,0
3030,1
3031,1
3032,1
3033,0
3034,1
3035,1
3036,1
3037,0
3038,1
3039,1
3040,0
3041,0
3042,0
3043,1
3044,0
3045,0
3046,0
3047,1
3048,1
3049,1
3050,1
3051,1
3052,0
3053,0
3054,0
3055,0
3056,1
3057,0
3058,1
3059,0
3060,0
3061,1
3062,0
3063,0
3064,0
3065,1
3066,0
3067,0
3068,1
3069,1
3070,0
3071,1
3072,1
3073,1
3074,1
3075,1
3076,1
3077,0
3078,1
3079,1
3080,1
3081,0
3082,0
3083,0
3084,1
3085,1
3086,0
3087,1
3088,0
3089,0
3090,1
3091,1
3092,0
3093,0
3094,0
3095,0
3096,0
3097,1
3098,1
3099,1
3100,1
3101,1
3102,0
3103,0
3104,1
3105,0
3106,0
3107,1
3108,1
3109,0
3110,0
3111,1
3112,1
3113,1
3114,1
3115,1
3116,1
3117,0
3118,0
3119,1
3120,1
3121,1
3122,0
3123,1
3124,0
3125,1
3126,1
3127,0
3128,1
3129,0
3130,1
3131,1
3132,0
3133,1
3134,0
3135,0
3136,0
3137,1
3138,0
3139,0
3140,0
3141,1
3142,1
3143,1
3144,1
3145,0
3146,0
3147,1
3148,1
3149,0
3150,1
3151,1
3152,1
3153,1
3154,0
3155,0
3156,0
3157,0
3158,0
3159,0
3160,0
3161,0
3162,1
3163,0
3164,0
3165,1
3166,1
3167,0
3168,1
3169,0
3170,0
3171,1
3172,0
3173,1
3174,0
3175,0
3176,0
3177,1
3178,1
3179,0
3180,1
3181,1
3182,0
3183,0
3184,1
3185,1
3186,0
3187,0
3188,0
3189,1
3190,0
3191,1
3192,0
3193,0
3194,0
3195,1
3196,1
3197,0
3198,1
3199,1
3200,0
3201,0
3202,0
3203,1
3204,1
3205,1
3206,1
3207,0
3208,1
3209,0
3210,1
3211,0
3212,0
3213,1
3214,1
3215,0
3216,0
3217,1
3218,0
3219,0
3220,1
3221,0
3222,1
3223,0
3224,0
3225,1
3226,0
3227,0
3228,1
3229,0
3230,1
3231,0
3232,1
3233,0
3234,0
3235,1
3236,1
3237,1
3238,0
3239,1
3240,1
3241,0
3242,1
3243,0
3244,1
3245,1
3246,0
3247,0
3248,0
3249,0
3250,1
3251,1
3252,0
3253,0
3254,0
3255,1
3256,1
3257,0
3258,1
3259,1
3260,1
3261,1
3262,0
3263,0
3264,1
3265,0
3266,1
3267,1
3268,1
3269,1
3270,1
3271,0
3272,0
3273,0
3274,1
3275,0
3276,0
3277,1
3278,0
3279,1
3280,0
3281,1
3282,0
3283,1
3284,1
3285,0
3286,0
3287,0
3288,0
3289,1
3290,1
3291,0
3292,1
3293,1
3294,1
3295,1
3296,1
3297,1
3298,1
3299,1
3300,0
3301,1
3302,1
3303,1
3304,0
3305,1
3306,0
3307,1
3308,0
3309,0
3310,0
3311,0
3312,1
3313,0
3314,1
3315,0
3316,1
3317,0
3318,0
3319,0
3320,1
3321,0
3322,1
3323,1
3324,0
3325,1
3326,1
3327,1
3328,0
3329,0
3330,1
3331,1
3332,1
3333,0
3334,0
3335,0
3336,1
3337,0
3338,0
3339,1
3340,1
3341,1
3342,1
3343,0
3344,1
3345,0
3346,1
3347,0
3348,0
3349,0
3350,1
3351,1
3352,0
3353,1
3354,1
3355,0
3356,0
3357,0
3358,0
3359,0
3360,1
3361,0
3362,1
3363,0
3364,1
3365,0
3366,0
3367,0
3368,1
3369,1
3370,0
3371,0
3372,0
3373,1
3374,0
3375,0
3376,0
3377,1
3378,0
3379,0
3380,0
3381,0
3382,0
3383,1
3384,0
3385,0
3386,0
3387,0
3388,1
3389,0
3390,0
3391,0
3392,0
3393,1
3394,0
3395,0
3396,1
3397,1
3398,1
3399,1
3400,0
3401,0
3402,1
3403,0
3404,0
3405,0
3406,1
3407,0
3408,1
3409,1
3410,0
3411,0
3412,1
3413,1
3414,0
3415,0
3416,0
3417,0
3418,1
3419,1
3420,1
3421,1
3422,0
3423,0
3424,0
3425,1
3426,0
3427,1
3428,0
3429,1
3430,0
3431,0
3432,1
3433,0
3434,0
3435,1
3436,1
3437,0
3438,0
3439,1
3440,1
3441,0
3442,0
3443,0
3444,0
3445,0
3446,1
3447,0
3448,1
3449,0
3450,1
3451,0
3452,0
3453,0
3454,0
3455,0
3456,1
3457,0
3458,0
3459,1
3460,0
3461,0
3462,0
3463,1
3464,0
3465,0
3466,0
3467,1
3468,1
3469,0
3470,1
3471,1
3472,1
3473,1
3474,0
3475,0
3476,1
3477,0
3478,0
3479,1
3480,0
3481,0
3482,0
3483,1
3484,0
3485,0
3486,0
3487,0
3488,0
3489,0
3490,0
3491,1
3492,1
3493,1
3494,0
3495,1
3496,1
3497,0
3498,1
3499,0
3500,1
3501,1
3502,1
3503,0
3504,0
3505,0
3506,1
3507,1
3508,1
3509,0
3510,0
3511,0
3512,0
3513,1
3514,1
3515,0
3516,0
3517,1
3518,1
3519,1
3520,1
3521,1
3522,1
3523,0
3524,1
3525,0
3526,1
3527,0
3528,0
3529,0
3530,0
3531,1
3532,1
3533,1
3534,0
3535,0
3536,0
3537,0
3538,0
3539,0
3540,1
3541,1
3542,1
3543,0
3544,0
3545,0
3546,0
3547,0
3548,1
3549,1
3550,1
3551,1
3552,0
3553,1
3554,1
3555,0
3556,0
3557,0
3558,1
3559,1
3560,0
3561,1
3562,1
3563,0
3564,1
3565,0
3566,0
3567,0
3568,0
3569,1
3570,1
3571,0
3572,0
3573,0
3574,1
3575,0
3576,0
3577,1
3578,1
3579,0
3580,1
3581,1
3582,0
3583,1
3584,1
3585,0
3586,1
3587,0
3588,1
3589,1
3590,0
3591,0
3592,1
3593,1
3594,0
3595,0
3596,0
3597,0
3598,1
3599,1
3600,1
3601,1
3602,0
3603,0
3604,0
3605,1
3606,0
3607,1
3608,1
3609,1
3610,0
3611,0
3612,0
3613,1
3614,0
3615,0
3616,1
3617,1
3618,1
3619,0
3620,1
3621,1
3622,0
3623,0
3624,1
3625,1
3626,1
3627,0
3628,1
3629,0
3630,0
3631,0
3632,1
3633,1
3634,1
3635,1
3636,0
3637,1
3638,1
3639,0
3640,0
3641,1
3642,0
3643,0
3644,0
3645,1
3646,0
3647,1
3648,1
3649,1
3650,0
3651,1
3652,0
3653,0
3654,0
3655,1
3656,0
3657,1
3658,1
3659,0
3660,0
3661,0
3662,0
3663,0
3664,1
3665,0
3666,0
3667,0
3668,0
3669,0
3670,0
3671,1
3672,1
3673,1
3674,0
3675,0
3676,0
3677,1
3678,1
3679,1
3680,0
3681,0
3682,1
3683,0
3684,0
3685,1
3686,0
3687,0
3688,1
3689,0
3690,1
3691,0
3692,1
3693,1
3694,1
3695,0
3696,1
3697,0
3698,0
3699,1
3700,0
3701,0
3702,1
3703,0
3704,1
3705,1
3706,1
3707,1
3708,0
3709,1
3710,0
3711,0
3712,0
3713,1
3714,0
3715,1
3716,1
3717,0
3718,1
3719,1
3720,1
3721,1
3722,0
3723,0
3724,0
3725,1
3726,1
3727,0
3728,0
3729,0
3730,0
3731,0
3732,1
3733,0
3734,1
3735,0
3736,0
3737,1
3738,0
3739,0
3740,0
3741,0
3742,1
3743,1
3744,1
3745,1
3746,0
3747,0
3748,0
3749,1
3750,1
3751,1
3752,0
3753,1
3754,0
3755,0
3756,1
3757,1
3758,0
3759,1
3760,1
3761,1
3762,0
3763,1
3764,0
3765,1
3766,0
3767,0
3768,0
3769,1
3770,0
3771,0
3772,0
3773,0
3774,1
3775,1
3776,0
3777,0
3778,0
3779,1
3780,0
3781,1
3782,1
3783,0
3784,0
3785,1
3786,0
3787,1
3788,1
3789,1
3790,0
3791,1
3792,0
3793,1
3794,1
3795,1
3796,1
3797,0
3798,0
3799,1
3800,1
3801,1
3802,1
3803,0
3804,1
3805,1
3806,0
3807,0
3808,0
3809,1
3810,1
3811,0
3812,0
3813,1
3814,0
3815,0
3816,0
3817,0
3818,1
3819,1
3820,0
3821,1
3822,0
3823,1
3824,0
3825,1
3826,1
3827,0
3828,0
3829,1
3830,1
3831,0
3832,0
3833,0
3834,0
3835,0
3836,0
3837,0
3838,0
3839,0
3840,0
3841,0
3842,0
3843,0
3844,1
3845,1
3846,0
3847,0
3848,1
3849,1
3850,1
3851,0
3852,1
3853,0
3854,0
3855,1
3856,1
3857,0
3858,1
3859,1
3860,0
3861,0
3862,1
3863,0
3864,1
3865,1
3866,0
3867,0
3868,1
3869,1
3870,1
3871,0
3872,0
3873,0
3874,1
3875,0
3876,1
3877,1
3878,0
3879,1
3880,1
3881,0
3882,0
3883,0
3884,0
3885,1
3886,1
3887,1
3888,1
3889,0
3890,0
3891,1
3892,0
3893,1
3894,1
3895,1
3896,0
3897,0
3898,1
3899,1
3900,1
3901,1
3902,0
3903,0
3904,1
3905,1
3906,1
3907,1
3908,0
3909,1
3910,1
3911,1
3912,1
3913,1
3914,1
3915,1
3916,0
3917,1
3918,1
3919,0
3920,0
3921,0
3922,1
3923,1
3924,0
3925,0
3926,0
3927,1
3928,1
3929,1
3930,0
3931,1
3932,0
3933,0
3934,0
3935,0
3936,0
3937,0
3938,1
3939,1
3940,1
3941,1
3942,0
3943,0
3944,1
3945,1
3946,0
3947,0
3948,1
3949,1
3950,0
3951,0
3952,0
3953,1
3954,0
3955,0
3956,0
3957,1
3958,1
3959,1
3960,1
3961,1
3962,0
3963,0
3964,0
3965,0
3966,1
3967,1
3968,0
3969,1
3970,1
3971,1
3972,0
3973,1
3974,1
3975,1
3976,0
3977,1
3978,1
3979,1
3980,1
3981,1
3982,0
3983,0
3984,1
3985,1
3986,0
3987,0
3988,0
3989,1
3990,0
3991,1
3992,1
3993,1
3994,1
3995,1
3996,1
3997,1
3998,0
3999,0
4000,0
4001,1
4002,1
4003,0
4004,1
4005,0
4006,1
4007,0
4008,1
4009,0
4010,1
4011,1
4012,0
4013,0
4014,1
4015,0
4016,0
4017,0
4018,1
4019,0
4020,0
4021,1
4022,0
4023,1
4024,1
4025,0
4026,0
4027,0
4028,1
4029,1
4030,0
4031,1
4032,1
4033,1
4034,0
4035,0
4036,0
4037,1
4038,0
4039,0
4040,1
4041,1
4042,1
4043,0
4044,0
4045,1
4046,1
4047,0
4048,0
4049,0
4050,1
4051,0
4052,0
4053,1
4054,0
4055,1
4056,0
4057,0
4058,1
4059,1
4060,0
4061,0
4062,0
4063,0
4064,1
4065,1
4066,1
4067,1
4068,0
4069,0
4070,0
4071,1
4072,0
4073,0
4074,1
4075,0
4076,1
4077,0
4078,0
4079,1
4080,1
4081,0
4082,1
4083,1
4084,0
4085,0
4086,1
4087,1
4088,0
4089,0
4090,0
4091,0
4092,0
4093,1
4094,1
4095,0
4096,0
4097,1
4098,1
4099,1
4100,0
4101,0
4102,1
4103,0
4104,0
4105,1
4106,0
4107,1
4108,0
4109,1
4110,1
4111,0
4112,1
4113,1
4114,0
4115,1
4116,0
4117,1
4118,0
4119,1
4120,1
4121,1
4122,1
4123,1
4124,0
4125,1
4126,1
4127,0
4128,0
4129,1
4130,0
4131,0
4132,1
4133,0
4134,0
4135,1
4136,0
4137,0
4138,1
4139,1
4140,0
4141,0
4142,1
4143,0
4144,0
4145,1
4146,1
4147,0
4148,0
4149,1
4150,0
4151,1
4152,1
4153,0
4154,1
4155,1
4156,1
4157,0
4158,1
4159,1
4160,1
4161,0
4162,1
4163,0
4164,1
4165,0
4166,1
4167,0
4168,1
4169,0
4170,1
4171,1
4172,1
4173,0
4174,0
4175,0
4176,1
4177,0
4178,0
4179,0
4180,1
4181,1
4182,1
4183,0
4184,0
4185,0
4186,0
4187,0
4188,1
4189,0
4190,0
4191,1
4192,1
4193,0
4194,1
4195,0
4196,0
4197,0
4198,0
4199,1
4200,1
4201,1
4202,0
4203,0
4204,0
4205,1
4206,1
4207,0
4208,0
4209,0
4210,1
4211,1
4212,1
4213,0
4214,0
4215,0
4216,0
4217,1
4218,0
4219,0
4220,1
4221,0
4222,1
4223,0
4224,1
4225,1
4226,0
4227,0
4228,1
4229,1
4230,1
4231,0
4232,1
4233,1
4234,1
4235,1
4236,1
4237,1
4238,0
4239,0
4240,0
4241,0
4242,0
4243,0
4244,0
4245,1
4246,0
4247,0
4248,1
4249,1
4250,1
4251,1
4252,1
4253,1
4254,1
4255,1
4256,0
4257,1
4258,1
4259,1
4260,1
4261,1
4262,1
4263,1
4264,1
4265,0
4266,0
4267,0
4268,1
4269,0
4270,1
4271,0
4272,1
4273,0
4274,0
4275,0
4276,1
4277,0
4278,1
4279,1
4280,0
4281,1
4282,0
4283,0
4284,1
4285,0
4286,1
4287,0
4288,0
4289,0
4290,1
4291,0
4292,1
4293,1
4294,1
4295,1
4296,0
4297,0
4298,0
4299,0
4300,0
4301,0
4302,0
4303,0
4304,1
4305,1
4306,0
4307,1
4308,0
4309,1
4310,1
4311,1
4312,1
4313,1
4314,0
4315,0
4316,1
4317,1
4318,1
4319,1
4320,1
4321,0
4322,1
4323,0
4324,0
4325,1
4326,1
4327,0
4328,1
4329,0
4330,1
4331,1
4332,1
4333,0
4334,1
4335,1
4336,0
4337,0
4338,1
4339,0
4340,0
4341,1
4342,0
4343,1
4344,1
4345,0
4346,0
4347,1
4348,1
4349,1
4350,1
4351,1
4352,1
4353,1
4354,0
4355,0
4356,0
4357,0
4358,1
4359,0
4360,1
4361,1
4362,1
4363,0
4364,0
4365,1
4366,0
4367,0
4368,1
4369,1
4370,0
4371,0
4372,0
4373,0
4374,0
4375,0
4376,1
4377,1
4378,0
4379,1
4380,1
4381,0
4382,0
4383,1
4384,1
4385,0
4386,1
4387,1
4388,1
4389,1
4390,1
4391,1
4392,0
4393,0
4394,0
4395,0
4396,1
4397,0
4398,1
4399,1
4400,1
4401,1
4402,0
4403,1
4404,0
4405,0
4406,0
4407,1
4408,0
4409,0
4410,0
4411,1
4412,0
4413,0
4414,1
4415,0
4416,0
4417,1
4418,0
4419,0
4420,1
4421,0
4422,0
4423,0
4424,0
4425,0
4426,0
4427,0
4428,0
4429,1
4430,1
4431,1
4432,1
4433,1
4434,1
4435,1
4436,1
4437,1
4438,0
4439,1
4440,0
4441,1
4442,0
4443,1
4444,1
4445,0
4446,0
4447,1
4448,0
4449,1
4450,1
4451,1
4452,0
4453,0
4454,0
4455,0
4456,0
4457,1
4458,0
4459,0
4460,0
4461,1
4462,1
4463,1
4464,1
4465,1
4466,1
4467,0
4468,1
4469,0
4470,0
4471,1
4472,1
4473,0
4474,0
4475,0
4476,0
4477,0
4478,0
4479,1
4480,1
4481,0
4482,0
4483,0
4484,0
4485,0
4486,1
4487,1
4488,1
4489,1
4490,0
4491,1
4492,0
4493,0
4494,0
4495,0
4496,1
4497,0
4498,0
4499,0
4500,0
4501,1
4502,1
4503,1
4504,0
4505,1
4506,0
4507,0
4508,0
4509,0
4510,1
4511,0
4512,0
4513,1
4514,0
4515,0
4516,0
4517,1
4518,1
4519,1
4520,1
4521,1
4522,1
4523,0
4524,1
4525,0
4526,1
4527,1
4528,1
4529,1
4530,1
4531,1
4532,0
4533,1
4534,1
4535,0
4536,0
4537,1
4538,0
4539,0
4540,1
4541,0
4542,1
4543,0
4544,1
4545,0
4546,1
4547,1
4548,1
4549,1
4550,1
4551,0
4552,1
4553,0
4554,0
4555,1
4556,1
4557,1
4558,0
4559,1
4560,1
4561,0
4562,0
4563,1
4564,0
4565,0
4566,0
4567,1
4568,0
4569,0
4570,1
4571,0
4572,0
4573,0
4574,0
4575,1
4576,1
4577,1
4578,0
4579,0
4580,1
4581,1
4582,0
4583,0
4584,1
4585,0
4586,1
4587,0
4588,0
4589,0
4590,0
4591,0
4592,0
4593,0
4594,0
4595,0
4596,1
4597,1
4598,0
4599,1
4600,1
4601,1
4602,1
4603,1
4604,1
4605,1
4606,1
4607,0
4608,1
4609,1
4610,0
4611,0
4612,1
4613,0
4614,1
4615,0
4616,0
4617,0
4618,0
4619,0
4620,1
4621,0
4622,0
4623,1
4624,1
4625,0
4626,0
4627,0
4628,0
4629,0
4630,1
4631,1
4632,0
4633,0
4634,0
4635,1
4636,1
4637,0
4638,1
4639,0
4640,1
4641,1
4642,0
4643,1
4644,0
4645,0
4646,0
4647,1
4648,0
4649,1
4650,1
4651,1
4652,1
4653,1
4654,0
4655,1
4656,1
4657,1
4658,0
4659,1
4660,1
4661,1
4662,0
4663,1
4664,0
4665,0
4666,1
4667,0
4668,1
4669,0
4670,1
4671,0
4672,0
4673,0
4674,0
4675,0
4676,0
4677,1
4678,1
4679,1
4680,1
4681,0
4682,1
4683,0
4684,1
4685,1
4686,0
4687,1
4688,0
4689,1
4690,1
4691,1
4692,0
4693,0
4694,1
4695,1
4696,1
4697,0
4698,1
4699,1
4700,0
4701,1
4702,0
4703,1
4704,0
4705,1
4706,1
4707,0
4708,1
4709,0
4710,0
4711,0
4712,1
4713,1
4714,0
4715,1
4716,0
4717,0
4718,0
4719,0
4720,1
4721,1
4722,1
4723,1
4724,1
4725,1
4726,0
4727,1
4728,0
4729,1
4730,0
4731,0
4732,0
4733,1
4734,0
4735,0
4736,1
4737,0
4738,1
4739,1
4740,1
4741,1
4742,1
4743,1
4744,1
4745,1
4746,1
4747,0
4748,1
4749,0
4750,1
4751,0
4752,1
4753,0
4754,1
4755,0
4756,1
4757,1
4758,1
4759,0
4760,1
4761,0
4762,1
4763,1
4764,1
4765,1
4766,1
4767,1
4768,1
4769,0
4770,0
4771,0
4772,0
4773,0
4774,1
4775,1
4776,1
4777,0
4778,0
4779,0
4780,0
4781,0
4782,1
4783,1
4784,0
4785,1
4786,0
4787,1
4788,1
4789,0
4790,1
4791,0
4792,0
4793,1
4794,1
4795,1
4796,0
4797,1
4798,0
4799,0
4800,1
4801,1
4802,1
4803,0
4804,1
4805,1
4806,0
4807,0
4808,1
4809,1
4810,0
4811,1
4812,1
4813,1
4814,0
4815,1
4816,0
4817,1
4818,1
4819,0
4820,0
4821,0
4822,1
4823,1
4824,0
4825,1
4826,1
4827,0
4828,0
4829,0
4830,1
4831,1
4832,0
4833,1
4834,0
4835,0
4836,0
4837,1
4838,1
4839,1
4840,0
4841,0
4842,1
4843,1
4844,1
4845,0
4846,1
4847,1
4848,1
4849,1
4850,1
4851,1
4852,1
4853,0
4854,0
4855,1
4856,1
4857,0
4858,1
4859,1
4860,1
4861,0
4862,1
4863,0
4864,1
4865,0
4866,1
4867,0
4868,1
4869,1
4870,1
4871,0
4872,0
4873,1
4874,1
4875,1
4876,0
4877,0
4878,1
4879,1
4880,1
4881,1
4882,0
4883,0
4884,0
4885,1
4886,1
4887,1
4888,0
4889,1
4890,0
4891,0
4892,1
4893,1
4894,0
4895,0
4896,1
4897,1
4898,1
4899,1
4900,0
4901,0
4902,1
4903,1
4904,1
4905,1
4906,0
4907,0
4908,1
4909,0
4910,0
4911,0
4912,0
4913,1
4914,0
4915,1
4916,0
4917,1
4918,1
4919,1
4920,0
4921,1
4922,1
4923,1
4924,0
4925,0
4926,1
4927,1
4928,1
4929,0
4930,1
4931,1
4932,0
4933,0
4934,1
4935,1
4936,0
4937,0
4938,1
4939,0
4940,1
4941,0
4942,0
4943,0
4944,1
4945,1
4946,0
4947,1
4948,0
4949,1
4950,0
4951,0
4952,0
4953,1
4954,1
4955,0
4956,1
4957,0
4958,1
4959,0
4960,0
4961,1
4962,0
4963,1
4964,0
4965,1
4966,0
4967,1
4968,0
4969,0
4970,1
4971,0
4972,0
4973,1
4974,0
4975,1
4976,1
4977,1
4978,0
4979,0
4980,1
4981,0
4982,1
4983,0
4984,0
4985,1
4986,1
4987,0
4988,1
4989,0
4990,0
4991,0
4992,0
4993,1
4994,0
4995,1
4996,1
4997,1
4998,0
4999,1
5000,0
5001,1
5002,1
5003,0
5004,1
5005,0
5006,1
5007,0
5008,0
5009,0
5010,1
5011,1
5012,0
5013,1
5014,0
5015,1
5016,0
5017,1
5018,0
5019,1
5020,0
5021,0
5022,1
5023,0
5024,0
5025,0
5026,0
5027,0
5028,0
5029,0
5030,1
5031,0
5032,1
5033,0
5034,0
5035,1
5036,1
5037,0
5038,0
5039,0
5040,1
5041,0
5042,1
5043,1
5044,1
5045,0
5046,0
5047,1
5048,0
5049,0
5050,1
5051,0
5052,1
5053,0
5054,0
5055,0
5056,1
5057,0
5058,0
5059,1
5060,0
5061,1
5062,1
5063,0
5064,0
5065,1
5066,1
5067,0
5068,0
5069,1
5070,1
5071,0
5072,1
5073,1
5074,1
5075,1
5076,0
5077,1
5078,1
5079,0
5080,1
5081,1
5082,1
5083,1
5084,1
5085,0
5086,0
5087,0
5088,0
5089,1
5090,0
5091,0
5092,0
5093,0
5094,0
5095,0
5096,0
5097,0
5098,1
5099,0
5100,1
5101,0
5102,1
5103,0
5104,1
5105,0
5106,0
5107,1
5108,1
5109,0
5110,0
5111,0
5112,1
5113,0
5114,1
5115,1
5116,0
5117,1
5118,0
5119,1
5120,0
5121,1
5122,1
5123,0
5124,0
5125,0
5126,0
5127,0
5128,1
5129,0
5130,1
5131,0
5132,0
5133,0
5134,0
5135,1
5136,1
5137,1
5138,1
5139,0
5140,0
5141,1
5142,0
5143,1
5144,0
5145,0
5146,1
5147,1
5148,1
5149,0
5150,1
5151,1
5152,0
5153,1
5154,1
5155,1
5156,1
5157,1
5158,1
5159,1
5160,0
5161,1
5162,0
5163,1
5164,1
5165,1
5166,0
5167,1
5168,0
5169,1
5170,1
5171,0
5172,0
5173,0
5174,0
5175,0
5176,1
5177,0
5178,0
5179,1
5180,0
5181,0
5182,1
5183,1
5184,0
5185,0
5186,0
5187,0
5188,1
5189,1
5190,1
5191,1
5192,1
5193,0
5194,1
5195,0
5196,1
5197,1
5198,1
5199,0
5200,0
5201,1
5202,0
5203,0
5204,0
5205,0
5206,1
5207,0
5208,1
5209,0
5210,0
5211,1
5212,1
5213,1
5214,1
5215,0
5216,1
5217,0
5218,0
5219,1
5220,0
5221,1
5222,1
5223,1
5224,0
5225,0
5226,0
5227,0
5228,0
5229,0
5230,0
5231,0
5232,0
5233,0
5234,1
5235,1
5236,0
5237,0
5238,1
5239,0
5240,1
5241,0
5242,1
5243,1
5244,1
5245,0
5246,0
5247,0
5248,0
5249,1
5250,0
5251,0
5252,0
5253,1
5254,0
5255,1
5256,1
5257,0
5258,0
5259,0
5260,0
5261,0
5262,0
5263,0
5264,1
5265,0
5266,1
5267,1
5268,1
5269,1
5270,0
5271,1
5272,0
5273,1
5274,1
5275,1
5276,1
5277,1
5278,0
5279,1
5280,1
5281,0
5282,1
5283,0
5284,1
5285,1
5286,0
5287,0
5288,0
5289,1
5290,1
5291,0
5292,0
5293,1
5294,0
5295,1
5296,0
5297,0
5298,0
5299,1
5300,0
5301,0
5302,1
5303,1
5304,1
5305,0
5306,1
5307,0
5308,0
5309,0
5310,1
5311,1
5312,1
5313,1
5314,1
5315,0
5316,1
5317,1
5318,0
5319,1
5320,1
5321,0
5322,0
5323,1
5324,0
5325,1
5326,1
5327,1
5328,1
5329,0
5330,0
5331,1
5332,1
5333,1
5334,0
5335,0
5336,1
5337,0
5338,1
5339,0
5340,0
5341,0
5342,0
5343,0
5344,1
5345,1
5346,0
5347,0
5348,1
5349,0
5350,1
5351,0
5352,1
5353,1
5354,1
5355,1
5356,0
5357,1
5358,0
5359,0
5360,1
5361,0
5362,0
5363,1
5364,1
5365,0
5366,1
5367,1
5368,1
5369,0
5370,1
5371,0
5372,1
5373,1
5374,1
5375,0
5376,0
5377,1
5378,1
5379,1
5380,0
5381,0
5382,1
5383,0
5384,1
5385,0
5386,1
5387,0
5388,0
5389,1
5390,0
5391,0
5392,0
5393,0
5394,1
5395,0
5396,0
5397,0
5398,1
5399,0
5400,0
5401,0
5402,1
5403,1
5404,1
5405,0
5406,1
5407,1
5408,0
5409,1
5410,1
5411,0
5412,0
5413,0
5414,1
5415,0
5416,0
5417,1
5418,1
5419,1
5420,0
5421,0
5422,1
5423,0
5424,1
5425,0
5426,0
5427,0
5428,1
5429,0
5430,1
5431,0
5432,1
5433,1
5434,0
5435,0
5436,1
5437,1
5438,0
5439,1
5440,1
5441,0
5442,0
5443,0
5444,1
5445,0
5446,1
5447,0
5448,1
5449,1
5450,1
5451,1
5452,1
5453,0
5454,0
5455,0
5456,1
5457,1
5458,1
5459,1
5460,1
5461,0
5462,0
5463,0
5464,1
5465,0
5466,0
5467,1
5468,0
5469,1
5470,1
5471,0
5472,1
5473,1
5474,0
5475,1
5476,1
5477,1
5478,0
5479,1
5480,0
5481,0
5482,0
5483,0
5484,0
5485,1
5486,0
5487,1
5488,0
5489,1
5490,0
5491,0
5492,1
5493,1
5494,1
5495,1
5496,0
5497,0
5498,0
5499,1
5500,0
5501,1
5502,1
5503,1
5504,1
5505,0
5506,0
5507,0
5508,0
5509,1
5510,0
5511,0
5512,0
5513,0
5514,0
5515,0
5516,1
5517,1
5518,0
5519,0
5520,0
5521,0
5522,0
5523,1
5524,1
5525,1
5526,1
5527,1
5528,0
5529,0
5530,1
5531,1
5532,1
5533,0
5534,1
5535,1
5536,1
5537,1
5538,1
5539,1
5540,1
5541,0
5542,1
5543,0
5544,1
5545,1
5546,1
5547,0
5548,1
5549,0
5550,1
5551,0
5552,0
5553,1
5554,0
5555,0
5556,0
5557,0
5558,1
5559,0
5560,1
5561,1
5562,0
5563,0
5564,0
5565,0
5566,0
5567,1
5568,1
5569,1
5570,0
5571,0
5572,0
5573,0
5574,0
5575,1
5576,0
5577,1
5578,0
5579,0
5580,0
5581,0
5582,1
5583,1
5584,1
5585,0
5586,1
5587,0
5588,1
5589,1
5590,1
5591,1
5592,0
5593,0
5594,1
5595,0
5596,0
5597,0
5598,1
5599,0
5600,0
5601,1
5602,1
5603,0
5604,1
5605,0
5606,1
5607,1
5608,0
5609,1
5610,0
5611,0
5612,0
5613,1
5614,1
5615,0
5616,0
5617,1
5618,1
5619,0
5620,1
5621,1
5622,0
5623,1
5624,1
5625,0
5626,0
5627,0
5628,0
5629,0
5630,1
5631,1
5632,0
5633,1
5634,1
5635,0
5636,0
5637,1
5638,1
5639,0
5640,1
5641,0
5642,0
5643,0
5644,0
5645,0
5646,1
5647,1
5648,1
5649,0
5650,0
5651,1
5652,1
5653,0
5654,0
5655,1
5656,1
5657,0
5658,0
5659,1
5660,0
5661,1
5662,0
5663,0
5664,0
5665,0
5666,0
5667,1
5668,1
5669,1
5670,1
5671,0
5672,1
5673,0
5674,1
5675,0
5676,0
5677,1
5678,0
5679,1
5680,1
5681,1
5682,0
5683,0
5684,1
5685,0
5686,0
5687,0
5688,0
5689,1
5690,1
5691,0
5692,0
5693,0
5694,1
5695,0
5696,1
5697,1
5698,0
5699,1
5700,0
5701,0
5702,1
5703,1
5704,0
5705,1
5706,0
5707,1
5708,1
5709,0
5710,1
5711,1
5712,0
5713,1
5714,1
5715,1
5716,0
5717,1
5718,1
5719,0
5720,1
5721,1
5722,0
5723,0
5724,1
5725,0
5726,0
5727,0
5728,1
5729,1
5730,0
5731,0
5732,1
5733,0
5734,0
5735,1
5736,0
5737,1
5738,0
5739,0
5740,0
5741,1
5742,0
5743,1
5744,0
5745,1
5746,1
5747,0
5748,1
5749,0
5750,1
